"date","station","do","do_sat","doy","year","month"
2013-04-23,"32",7.08888888888889,0.884512634375763,113,2013,4
2013-04-23,"34",6.4,0.798677888885305,113,2013,4
2013-05-03,"21",7.66875,0.900733318615289,123,2013,5
2013-05-03,"22",7.8,0.923382030933558,123,2013,5
2013-05-03,"24",7.88888888888889,0.948577230699402,123,2013,5
2013-05-03,"27",7.51,0.937622635021231,123,2013,5
2013-05-03,"30",6.8,0.862197134775528,123,2013,5
2013-05-03,"32",6.3,0.808029049696498,123,2013,5
2013-05-03,"34",6.35,0.825561440852733,123,2013,5
2013-05-03,"36",5.775,0.74954959712093,123,2013,5
2013-05-17,"18",7.8,0.948585117590087,137,2013,5
2013-05-17,"21",7.55625,0.929066608780931,137,2013,5
2013-05-17,"22",7.67058823529412,0.93699445666331,137,2013,5
2013-05-17,"24",7.6,0.935759629483184,137,2013,5
2013-05-17,"27",7.25,0.907423088767441,137,2013,5
2013-05-17,"30",7.1,0.892290224175465,137,2013,5
2013-05-17,"32",6.7625,0.855034571688802,137,2013,5
2013-05-17,"34",6.3,0.7925300703081,137,2013,5
2013-05-17,"36",6.52,0.820616419281882,137,2013,5
2013-06-17,"18",7.42,0.887742906151784,168,2013,6
2013-06-17,"21",7.3375,0.911096468590629,168,2013,6
2013-06-17,"24",7.125,0.904194716765729,168,2013,6
2013-06-17,"27",6.94444444444444,0.89770678941407,168,2013,6
2013-06-17,"30",6.86666666666667,0.900887804188742,168,2013,6
2013-06-17,"32",6.57777777777778,0.869683668381293,168,2013,6
2013-06-17,"34",6.2,0.816350534102609,168,2013,6
2013-06-17,"36",6.03333333333333,0.786918480950862,168,2013,6
2013-07-01,"18",7.43793103448276,0.899613919900121,182,2013,7
2013-07-01,"21",7.05625,0.879256333593347,182,2013,7
2013-07-01,"22",7.01176470588235,0.876277462021045,182,2013,7
2013-07-01,"24",6.63333333333333,0.853051853591263,182,2013,7
2013-07-01,"27",6.69,0.888327948589845,182,2013,7
2013-07-01,"30",6.59,0.900750619232701,182,2013,7
2013-07-01,"32",6.36666666666667,0.890008722998117,182,2013,7
2013-07-01,"34",NA,NA,182,2013,7
2013-07-01,"36",5.2,0.728881093542611,182,2013,7
2013-07-15,"18",7.45483870967742,0.927233872756768,196,2013,7
2013-07-15,"21",6.90625,0.891022867737351,196,2013,7
2013-07-15,"22",6.9,0.889935714678544,196,2013,7
2013-07-15,"24",6.86666666666667,0.903621026569223,196,2013,7
2013-07-15,"27",6.7,0.903501935306339,196,2013,7
2013-07-15,"30",6.88,0.928461624118933,196,2013,7
2013-07-15,"32",6.78888888888889,0.920413866725809,196,2013,7
2013-07-15,"34",6.5,0.881012021115077,196,2013,7
2013-07-15,"36",6.3,0.853434693967087,196,2013,7
2013-07-23,"18",7.2,0.89863274796115,204,2013,7
2013-07-23,"21",6.9125,0.897820271191878,204,2013,7
2013-07-23,"22",6.9,0.896830103570462,204,2013,7
2013-07-23,"24",6.8,0.903839798807384,204,2013,7
2013-07-23,"27",6.6,0.893122332484429,204,2013,7
2013-07-23,"30",6.42,0.8659509033488,204,2013,7
2013-07-23,"32",5.83333333333333,0.785545945852721,204,2013,7
2013-07-23,"34",4.425,0.587556107109581,204,2013,7
2013-08-28,"18",7.05806451612903,0.892847500652526,240,2013,8
2013-08-28,"21",7.0375,0.911661527581224,240,2013,8
2013-08-28,"22",7.04117647058824,0.91380943242937,240,2013,8
2013-08-28,"24",6.74444444444444,0.90091484534414,240,2013,8
2013-08-28,"27",6.51,0.888679129849691,240,2013,8
2013-08-28,"30",6.77,0.935212740911608,240,2013,8
2013-08-28,"32",6.54444444444444,0.90303655944526,240,2013,8
2013-08-28,"34",6.25,0.870285241256476,240,2013,8
2013-08-28,"36",6.4,0.887140485341328,240,2013,8
2013-09-26,"18",6.89032258064516,0.852442922542469,269,2013,9
2013-09-26,"21",7.0375,0.894540071783979,269,2013,9
2013-09-26,"22",6.92941176470588,0.893121814553291,269,2013,9
2013-09-26,"24",7.03333333333333,0.928684763311591,269,2013,9
2013-09-26,"27",7.08,0.930048707161891,269,2013,9
2013-09-26,"30",7.18,0.938677382183162,269,2013,9
2013-09-26,"32",7.2,0.937840959165156,269,2013,9
2013-09-26,"34",7.125,0.921259581650092,269,2013,9
2013-09-26,"36",7.1,0.912387265260917,269,2013,9
2013-10-24,"18",6.92903225806452,0.822503891387969,297,2013,10
2013-10-24,"21",6.9375,0.837090967667838,297,2013,10
2013-10-24,"22",6.9,0.836193290853612,297,2013,10
2013-10-24,"24",6.9,0.869156930438776,297,2013,10
2013-10-24,"27",7,0.878004392882509,297,2013,10
2013-10-24,"30",7,0.882630319220905,297,2013,10
2013-10-24,"32",7.04444444444444,0.888532917146136,297,2013,10
2013-10-24,"34",6.9,0.868998865041262,297,2013,10
2013-10-24,"36",6.98,0.877137553895344,297,2013,10
2013-10-25,"18",6.88387096774194,0.817148463565958,298,2013,10
2013-11-19,"18",7,0.811614846051265,323,2013,11
2013-11-25,"18",7.4741935483871,0.852409697426966,329,2013,11
2013-11-25,"21",7.4375,0.859513299600972,329,2013,11
2013-11-25,"22",7.42941176470588,0.862687042663831,329,2013,11
2013-11-25,"24",7.5,0.880318281944357,329,2013,11
2013-11-25,"27",7.6,0.894195286437378,329,2013,11
2013-11-25,"30",7.4,0.868711858517342,329,2013,11
2013-11-25,"32",7.33333333333333,0.855435073329492,329,2013,11
2013-11-25,"34",7.325,0.847959349022056,329,2013,11
2013-11-25,"36",7.38,0.847725369125084,329,2013,11
2013-12-03,"18",7.40322580645161,0.845503064797719,337,2013,12
2013-12-03,"21",7.5,0.855362900576645,337,2013,12
2013-12-03,"22",7.5,0.856889317434549,337,2013,12
2013-12-03,"24",7.5,0.86388783209629,337,2013,12
2013-12-03,"27",7.5,0.876714996663979,337,2013,12
2013-12-03,"30",7.44444444444444,0.871897942725824,337,2013,12
2013-12-03,"32",7.4625,0.866887073624038,337,2013,12
2013-12-03,"34",7.25,0.823528007942806,337,2013,12
2014-01-14,"18",7.54838709677419,0.841083174865232,14,2014,1
2014-01-14,"21",7.83125,0.865645940861972,14,2014,1
2014-01-14,"22",7.84117647058823,0.866531829855574,14,2014,1
2014-01-14,"24",8,0.878809605494522,14,2014,1
2014-01-14,"27",8,0.88029016727685,14,2014,1
2014-01-14,"30",8,0.882694809220194,14,2014,1
2014-01-14,"32",8.17777777777778,0.903271876366255,14,2014,1
2014-01-14,"34",8.025,0.862909621707516,14,2014,1
2014-01-24,"18",8.1,0.899298663070094,24,2014,1
2014-01-24,"21",8.2,0.91062587625369,24,2014,1
2014-01-24,"22",8.1,0.901760346643705,24,2014,1
2014-01-24,"24",8,0.895049326039569,24,2014,1
2014-01-24,"27",7.98,0.893089370837705,24,2014,1
2014-01-24,"30",8.1,0.901247304539315,24,2014,1
2014-01-24,"32",8.22222222222222,0.914684215618574,24,2014,1
2014-01-24,"34",8.45,0.926147829217245,24,2014,1
2014-01-24,"36",8.675,0.956672117780846,24,2014,1
2014-01-31,"18",7.99677419354839,0.903578469083302,31,2014,1
2014-01-31,"21",8,0.902174775856326,31,2014,1
2014-01-31,"22",8,0.902374418696372,31,2014,1
2014-01-31,"24",8,0.900008322990468,31,2014,1
2014-01-31,"27",8.1,0.917884164595031,31,2014,1
2014-01-31,"30",8.1,0.920594391318978,31,2014,1
2014-01-31,"32",8.1,0.925633145014359,31,2014,1
2014-01-31,"34",8.1,0.931534915326515,31,2014,1
2014-01-31,"36",8.1,0.933198706001687,31,2014,1
2014-02-11,"18",8.01935483870968,0.905750136300366,42,2014,2
2014-02-11,"21",8.10625,0.909531032896066,42,2014,2
2014-02-11,"22",8.1,0.909244274687061,42,2014,2
2014-02-11,"24",8.1,0.904857103889027,42,2014,2
2014-02-11,"27",8.19,0.919981903149733,42,2014,2
2014-02-11,"30",8.19,0.925002772085408,42,2014,2
2014-02-11,"32",8.14444444444444,0.918549775747085,42,2014,2
2014-02-11,"34",8.2,0.923704567739305,42,2014,2
2014-02-11,"36",8.36,0.936977474187404,42,2014,2
2014-02-24,"18",7.8741935483871,0.896257963872315,55,2014,2
2014-02-24,"21",8,0.911860560123609,55,2014,2
2014-02-24,"22",8,0.911316316143283,55,2014,2
2014-02-24,"24",8,0.920620115171359,55,2014,2
2014-02-24,"27",8.04,0.930250658674252,55,2014,2
2014-02-24,"30",8.11,0.940871175575759,55,2014,2
2014-02-24,"32",8.16666666666667,0.947051111941585,55,2014,2
2014-02-24,"34",8.475,0.983499510498662,55,2014,2
2014-02-24,"36",8.3,0.96222005898617,55,2014,2
2014-03-11,"18",8.04516129032258,0.930721234740606,70,2014,3
2014-03-11,"21",8,0.921761234936165,70,2014,3
2014-03-11,"22",7.95294117647059,0.918014565738454,70,2014,3
2014-03-11,"24",7.81111111111111,0.910193747074659,70,2014,3
2014-03-11,"27",7.9,0.940773449001658,70,2014,3
2014-03-11,"30",7.9,0.94541518004533,70,2014,3
2014-03-11,"32",8.2,0.98725633946598,70,2014,3
2014-03-11,"34",7.675,0.921795497526971,70,2014,3
2014-03-11,"36",7.62,0.908795723914429,70,2014,3
2014-03-25,"18",8.11612903225806,0.94563123682741,84,2014,3
2014-03-25,"21",7.725,0.908608082301113,84,2014,3
2014-03-25,"22",7.7,0.902972254094758,84,2014,3
2014-03-25,"24",7.6,0.911651603994473,84,2014,3
2014-03-25,"27",7.72,0.930514975407056,84,2014,3
2014-03-25,"30",7.32,0.888468231195429,84,2014,3
2014-03-25,"32",7.12222222222222,0.863338697440097,84,2014,3
2014-03-25,"34",7.25,0.882168994640189,84,2014,3
2014-03-25,"36",7.2,0.878052113927018,84,2014,3
2014-04-08,"18",7.08064516129032,0.819578274186096,98,2014,4
2014-04-08,"21",7.8,0.923634908339687,98,2014,4
2014-04-08,"22",7.79411764705882,0.920196980846889,98,2014,4
2014-04-08,"24",7.82222222222222,0.926570128937655,98,2014,4
2014-04-08,"27",7.76,0.937838153537859,98,2014,4
2014-04-08,"30",7.65,0.919428633835383,98,2014,4
2014-04-08,"32",7.58888888888889,0.909869258364836,98,2014,4
2014-04-08,"34",7.625,0.91757883596754,98,2014,4
2014-04-08,"36",7.46,0.891962636488706,98,2014,4
2014-04-15,"18",7.5,0.886907747119934,105,2014,4
2014-04-15,"21",7.71875,0.926542776236598,105,2014,4
2014-04-15,"22",7.62941176470588,0.916224636865865,105,2014,4
2014-04-15,"24",7.77777777777778,0.948560608311325,105,2014,4
2014-04-15,"27",7.4,0.918083843327071,105,2014,4
2014-04-15,"30",7.19,0.901295147847649,105,2014,4
2014-04-15,"32",6.97777777777778,0.87363664601592,105,2014,4
2014-04-15,"34",6.575,0.807539731078336,105,2014,4
2014-04-23,"18",7.50322580645161,0.883725092961221,113,2014,4
2014-04-23,"21",7.4,0.884840028125232,113,2014,4
2014-04-23,"22",7.47058823529412,0.893812091234443,113,2014,4
2014-04-23,"24",7.76666666666667,0.93708666534269,113,2014,4
2014-04-23,"27",7.42,0.909411718791474,113,2014,4
2014-04-23,"30",7.41,0.908400747603678,113,2014,4
2014-04-23,"32",7.27777777777778,0.887319777750809,113,2014,4
2014-04-23,"34",7.35,0.889308460161554,113,2014,4
2014-04-23,"36",7.28,0.876186312953524,113,2014,4
2014-05-07,"18",7.3741935483871,0.877640899543987,127,2014,5
2014-05-07,"21",7.51875,0.915542887043826,127,2014,5
2014-05-07,"22",7.41176470588235,0.899174245425928,127,2014,5
2014-05-07,"24",7.7,0.940355826855527,127,2014,5
2014-05-07,"27",7.42,0.924984173032336,127,2014,5
2014-05-07,"30",7.29,0.90896548394921,127,2014,5
2014-05-07,"32",7.1,0.886820473157941,127,2014,5
2014-05-07,"34",7,0.866201150654833,127,2014,5
2014-05-07,"36",6.9,0.84568692510571,127,2014,5
2014-05-13,"18",6.84838709677419,0.7965962120675,133,2014,5
2014-05-13,"21",7.30625,0.87988904262081,133,2014,5
2014-05-13,"22",7.36470588235294,0.888331090266533,133,2014,5
2014-05-13,"24",7.78888888888889,0.963586015065337,133,2014,5
2014-05-13,"27",7.18,0.899132285758464,133,2014,5
2014-05-13,"30",7.05,0.889986523355398,133,2014,5
2014-05-13,"32",6.47777777777778,0.824031837452437,133,2014,5
2014-05-13,"34",5.8,0.735043418140611,133,2014,5
2014-06-06,"18",7.74838709677419,0.930607856810601,157,2014,6
2014-06-06,"21",7.2625,0.893449863900664,157,2014,6
2014-06-06,"22",7.21764705882353,0.890729482753814,157,2014,6
2014-06-06,"24",7.02222222222222,0.886361793706528,157,2014,6
2014-06-06,"27",6.9,0.896939447408531,157,2014,6
2014-06-06,"30",6.72,0.879175057279264,157,2014,6
2014-06-06,"32",6.73333333333333,0.890451639283102,157,2014,6
2014-06-06,"34",6.8,0.907035565036304,157,2014,6
2014-06-06,"36",6.6,0.870916841867038,157,2014,6
2014-06-10,"18",8.1,0.971013393685777,161,2014,6
2014-06-10,"21",7.6,0.931205548475311,161,2014,6
2014-06-10,"22",7.46470588235294,0.91695019954527,161,2014,6
2014-06-10,"24",7,0.893383196660732,161,2014,6
2014-06-10,"27",6.5,0.867689418950843,161,2014,6
2014-06-10,"30",6.26,0.855324182821409,161,2014,6
2014-06-10,"32",6.38888888888889,0.878604682101231,161,2014,6
2014-06-10,"34",4.85,0.659286335138153,161,2014,6
2014-07-08,"18",7.5,0.914436042621735,189,2014,7
2014-07-08,"21",7.35,0.924470710118965,189,2014,7
2014-07-08,"22",7.31176470588235,0.919582456948288,189,2014,7
2014-07-08,"24",6.88888888888889,0.897207447410366,189,2014,7
2014-07-08,"27",6.93,0.925855310404049,189,2014,7
2014-07-08,"30",6.64,0.90211429504275,189,2014,7
2014-07-08,"32",6.32222222222222,0.86556545466596,189,2014,7
2014-07-08,"34",6.3,0.864534172885152,189,2014,7
2014-07-08,"36",6,0.824538528074497,189,2014,7
2014-07-15,"18",7.14516129032258,0.893301612303117,196,2014,7
2014-07-15,"21",6.5,0.857734450626455,196,2014,7
2014-07-15,"22",6.5,0.853235906270078,196,2014,7
2014-07-15,"24",6.45555555555556,0.861548454505214,196,2014,7
2014-07-15,"27",5.98,0.818033282123122,196,2014,7
2014-07-15,"30",6,0.823635048160522,196,2014,7
2014-07-15,"32",6,0.823350460013152,196,2014,7
2014-07-15,"34",5.6,0.763607599654519,196,2014,7
2014-08-04,"18",7.17096774193548,0.926830966270031,216,2014,8
2014-08-04,"21",6.9625,0.917536692767061,216,2014,8
2014-08-04,"22",6.8,0.902696458309039,216,2014,8
2014-08-04,"24",6.3,0.860053978035145,216,2014,8
2014-08-04,"27",6.4,0.887698072837706,216,2014,8
2014-08-04,"30",6.53,0.907409459624623,216,2014,8
2014-08-04,"32",6.44444444444444,0.901436953017816,216,2014,8
2014-08-04,"34",6.2,0.866796281057196,216,2014,8
2014-08-04,"36",6,0.837578424626971,216,2014,8
2014-08-12,"18",6.99032258064516,0.898860481109307,224,2014,8
2014-08-12,"21",6.6875,0.892771100195311,224,2014,8
2014-08-12,"22",6.47058823529412,0.872612140717684,224,2014,8
2014-08-12,"24",6.3,0.857450153461516,224,2014,8
2014-08-12,"27",6.1,0.84543099236096,224,2014,8
2014-08-12,"30",6.1,0.849803002295214,224,2014,8
2014-08-12,"32",5.98888888888889,0.834610004317191,224,2014,8
2014-08-12,"34",4.7,0.647492704871563,224,2014,8
2014-09-03,"18",7.31935483870968,0.954694831360049,246,2014,9
2014-09-03,"21",7.29375,0.964599193298238,246,2014,9
2014-09-03,"22",7.24117647058824,0.959475330887048,246,2014,9
2014-09-03,"24",7.16666666666667,0.979882139035422,246,2014,9
2014-09-03,"27",6.6,0.912940898051163,246,2014,9
2014-09-03,"30",6.7,0.935580635621886,246,2014,9
2014-09-03,"32",6.8,0.949081247409877,246,2014,9
2014-09-03,"34",6.45,0.906515580454726,246,2014,9
2014-09-03,"36",6.26,0.881051893981439,246,2014,9
2014-09-16,"18",6.97741935483871,0.897761988053088,259,2014,9
2014-09-16,"21",6.9125,0.903278167584232,259,2014,9
2014-09-16,"22",6.86470588235294,0.900374845225115,259,2014,9
2014-09-16,"24",6.68888888888889,0.899045098622333,259,2014,9
2014-09-16,"27",6.5,0.88736205674032,259,2014,9
2014-09-16,"30",6.3,0.86754704769249,259,2014,9
2014-09-16,"32",6.5,0.896197972382075,259,2014,9
2014-09-16,"34",6.4,0.884580416317241,259,2014,9
2014-09-16,"36",5.86,0.810833543508193,259,2014,9
2014-10-15,"18",6.77096774193548,0.848342738608996,288,2014,10
2014-10-15,"21",6.775,0.860287435113665,288,2014,10
2014-10-15,"22",6.74705882352941,0.858581042033135,288,2014,10
2014-10-15,"24",6.6,0.861221554264919,288,2014,10
2014-10-15,"27",6.56,0.883723115988475,288,2014,10
2014-10-15,"30",6.3,0.852721973341779,288,2014,10
2014-10-15,"32",6.4,0.866971683542777,288,2014,10
2014-10-15,"34",6.4,0.865588310685052,288,2014,10
2014-10-15,"36",6.36,0.855284025626099,288,2014,10
2014-11-03,"18",7.1,0.887274376493232,307,2014,11
2014-11-03,"21",6.9,0.863931364183208,307,2014,11
2014-11-03,"22",6.9,0.865308025477027,307,2014,11
2014-11-03,"24",6.7,0.853040603206222,307,2014,11
2014-11-03,"27",6.91,0.888578641203009,307,2014,11
2014-11-03,"30",6.54,0.844966314082221,307,2014,11
2014-11-03,"32",6.61111111111111,0.847653945191993,307,2014,11
2014-11-03,"34",6.8,0.863993146174854,307,2014,11
2014-11-03,"36",6.9,0.867639603243883,307,2014,11
2014-11-18,"18",7.0258064516129,0.851103319439975,322,2014,11
2014-11-18,"21",6.90625,0.840202483944185,322,2014,11
2014-11-18,"22",7.00588235294118,0.852713096241893,322,2014,11
2014-11-18,"24",6.8,0.839912543948558,322,2014,11
2014-11-18,"27",7,0.874073510330877,322,2014,11
2014-11-18,"30",6.5,0.81937086652925,322,2014,11
2014-11-18,"32",6.7,0.836882814384908,322,2014,11
2014-11-18,"34",6.9,0.849525437134763,322,2014,11
2014-11-18,"36",6.9,0.830178845021674,322,2014,11
2014-12-10,"18",7.40322580645161,0.889731831333303,344,2014,12
2014-12-10,"21",7.3125,0.878636238632615,344,2014,12
2014-12-10,"22",7.31764705882353,0.879924768172229,344,2014,12
2014-12-10,"24",7.2,0.86657061300105,344,2014,12
2014-12-10,"27",7.17,0.871985656139194,344,2014,12
2014-12-10,"30",6.9,0.83882432518076,344,2014,12
2014-12-10,"32",6.82222222222222,0.828804918046327,344,2014,12
2014-12-10,"34",6.675,0.807842274256503,344,2014,12
2014-12-10,"36",6.7,0.80812765369507,344,2014,12
2015-01-14,"18",7.8258064516129,0.876011293091508,14,2015,1
2015-01-14,"21",7.89375,0.870745617313254,14,2015,1
2015-01-14,"22",7.92941176470588,0.874972218601986,14,2015,1
2015-01-14,"24",7.88888888888889,0.864183066460654,14,2015,1
2015-01-14,"27",8.11,0.871417750354996,14,2015,1
2015-01-14,"30",8.04,0.862031296011101,14,2015,1
2015-01-14,"32",7.95555555555556,0.851781575318668,14,2015,1
2015-01-14,"34",8,0.853886179412788,14,2015,1
2015-01-14,"36",8.02,0.850866384959581,14,2015,1
2015-01-22,"18",7.73225806451613,0.888163381499352,22,2015,1
2015-01-22,"21",7.79375,0.889866275137444,22,2015,1
2015-01-22,"22",7.80588235294118,0.891787519403532,22,2015,1
2015-01-22,"24",7.78888888888889,0.881542888963021,22,2015,1
2015-01-22,"27",7.98,0.880832309436528,22,2015,1
2015-01-22,"30",7.9,0.863621812892414,22,2015,1
2015-01-22,"32",8.01111111111111,0.881584725962618,22,2015,1
2015-01-22,"34",8.2,0.905949027890921,22,2015,1
2015-01-22,"36",8.02,0.882181504321568,22,2015,1
2015-02-12,"18",8.208,0.951223082934321,43,2015,2
2015-02-12,"21",8.06875,0.931784261388854,43,2015,2
2015-02-12,"22",8.12352941176471,0.935330319948116,43,2015,2
2015-02-12,"24",8.12222222222222,0.939773785063523,43,2015,2
2015-02-12,"27",8.34,0.963800691614268,43,2015,2
2015-02-12,"30",8.13,0.928234534819144,43,2015,2
2015-02-12,"32",7.81111111111111,0.88950058945528,43,2015,2
2015-02-12,"34",7.575,0.83592903390508,43,2015,2
2015-02-12,"36",7.64,0.864062899920837,43,2015,2
2015-02-18,"18",7.9,0.933869187679439,49,2015,2
2015-02-18,"21",7.9125,0.92647378474428,49,2015,2
2015-02-18,"22",7.9,0.924887921054076,49,2015,2
2015-02-18,"24",7.86666666666667,0.916099300685133,49,2015,2
2015-02-18,"27",8.08,0.947183573435286,49,2015,2
2015-02-18,"30",8.03,0.941528027105538,49,2015,2
2015-02-18,"32",7.8,0.906974294846932,49,2015,2
2015-02-18,"34",7.4,0.850902185790102,49,2015,2
2015-03-13,"18",7.83870967741935,0.923898566457202,72,2015,3
2015-03-13,"21",8.04375,0.954930521491877,72,2015,3
2015-03-13,"22",8.08823529411765,0.959548612638018,72,2015,3
2015-03-13,"24",7.94444444444444,0.946344176529054,72,2015,3
2015-03-13,"27",7.84,0.935200949040595,72,2015,3
2015-03-13,"30",NA,NA,72,2015,3
2015-03-13,"32",7.7,0.920350980537383,72,2015,3
2015-03-13,"34",7.7,0.920095113070859,72,2015,3
2015-03-13,"36",7.6,0.910417549658882,72,2015,3
2015-03-17,"18",7.81290322580645,0.920386926178343,76,2015,3
2015-03-17,"21",7.7375,0.916403566759027,76,2015,3
2015-03-17,"22",7.81176470588235,0.924903405806528,76,2015,3
2015-03-17,"24",8,0.952899579981725,76,2015,3
2015-03-17,"27",7.8,0.9451210036271,76,2015,3
2015-03-17,"30",7.6,0.924185176004157,76,2015,3
2015-03-17,"32",7.4,0.900881782049342,76,2015,3
2015-03-17,"34",6.7,0.810352991685879,76,2015,3
2015-03-27,"18",7.90322580645161,0.945931340500418,86,2015,3
2015-03-27,"21",7.7625,0.937269723658669,86,2015,3
2015-03-27,"22",7.8,0.941842682532538,86,2015,3
2015-03-27,"24",7.82222222222222,0.952406149325575,86,2015,3
2015-03-27,"27",7.85,0.96336249498227,86,2015,3
2015-03-27,"30",7.04,0.862649444327249,86,2015,3
2015-03-27,"32",6.88888888888889,0.846388956540574,86,2015,3
2015-03-27,"34",7.075,0.870522190545889,86,2015,3
2015-03-27,"36",6.8,0.836307998074108,86,2015,3
2015-04-13,"18",8.13548387096774,0.959952830999436,103,2015,4
2015-04-13,"21",7.875,0.938781345084443,103,2015,4
2015-04-13,"22",7.81176470588235,0.927871054590346,103,2015,4
2015-04-13,"24",7.7,0.92321836339503,103,2015,4
2015-04-13,"27",7.73,0.937721900191045,103,2015,4
2015-04-13,"30",7.54,0.907933796951872,103,2015,4
2015-04-13,"32",7.41111111111111,0.897908603508315,103,2015,4
2015-04-13,"34",7.3,0.888250728471709,103,2015,4
2015-04-13,"36",7.08,0.86182290867245,103,2015,4
2015-04-21,"18",7.4,0.858533576717918,111,2015,4
2015-04-21,"21",7.5625,0.917289991094265,111,2015,4
2015-04-21,"22",7.5,0.907242035660536,111,2015,4
2015-04-21,"24",7.5,0.913254843014686,111,2015,4
2015-04-21,"27",7.1,0.87383957186726,111,2015,4
2015-04-21,"30",6.87,0.850519530238897,111,2015,4
2015-04-21,"32",6.88888888888889,0.854725330533991,111,2015,4
2015-04-21,"34",6.8,0.841807039382914,111,2015,4
2015-04-27,"18",7.88709677419355,0.939357975967422,117,2015,4
2015-04-27,"21",7.75,0.92528220257794,117,2015,4
2015-04-27,"22",7.77058823529412,0.9290525029093,117,2015,4
2015-04-27,"24",7.81111111111111,0.938350325512977,117,2015,4
2015-04-27,"27",7.72,0.939045671998693,117,2015,4
2015-04-27,"30",7.63,0.92991841622743,117,2015,4
2015-04-27,"32",7.51111111111111,0.916661411387016,117,2015,4
2015-04-27,"34",7.4,0.903509346747348,117,2015,4
2015-04-27,"36",7.24,0.880838387531357,117,2015,4
2015-05-19,"18",7.43548387096774,0.884259680921943,139,2015,5
2015-05-19,"21",7.4625,0.902200303694262,139,2015,5
2015-05-19,"22",7.48823529411765,0.9035999944484,139,2015,5
2015-05-19,"24",7.5,0.910470369006708,139,2015,5
2015-05-19,"27",7.2,0.881522905266942,139,2015,5
2015-05-19,"30",7.14,0.875100992719128,139,2015,5
2015-05-19,"32",6.9,0.846174751400063,139,2015,5
2015-05-19,"34",6.275,0.753062877529839,139,2015,5
2015-05-27,"18",7.30967741935484,0.870582667850586,147,2015,5
2015-05-27,"21",7.28125,0.874374263898798,147,2015,5
2015-05-27,"22",7.32352941176471,0.88131747869492,147,2015,5
2015-05-27,"24",7.5,0.90965088338449,147,2015,5
2015-05-27,"27",7.45,0.92277064373306,147,2015,5
2015-05-27,"30",7.39,0.918261302062258,147,2015,5
2015-05-27,"32",7.3,0.918397125606222,147,2015,5
2015-05-27,"34",6.9,0.872203742174633,147,2015,5
2015-06-24,"18",7.27741935483871,0.890637848497004,175,2015,6
2015-06-24,"21",7.21875,0.91193583610251,175,2015,6
2015-06-24,"22",7.20588235294118,0.913409203950126,175,2015,6
2015-06-24,"24",7.1,0.921433397403228,175,2015,6
2015-06-24,"27",7.04,0.929762540259947,175,2015,6
2015-06-24,"30",7.01,0.935791200074801,175,2015,6
2015-06-24,"32",6.7,0.893302549831583,175,2015,6
2015-06-24,"34",6.325,0.848263729096195,175,2015,6
2015-06-24,"36",NA,NA,175,2015,6
2015-07-01,"21",7.1,0.931629275771569,182,2015,7
2015-07-01,"22",7.1,0.930461862139028,182,2015,7
2015-07-01,"24",6.9,0.922123405997501,182,2015,7
2015-07-01,"27",6.7,0.91518798748986,182,2015,7
2015-07-01,"30",6.48,0.893762876738588,182,2015,7
2015-07-01,"32",6.48888888888889,0.897690702911957,182,2015,7
2015-07-01,"34",5.95,0.826681075060075,182,2015,7
2015-07-01,"36",5.8,0.806932859675231,182,2015,7
2015-07-23,"18",7.34838709677419,0.948728575436422,204,2015,7
2015-07-23,"21",7.04,0.921218580304079,204,2015,7
2015-07-23,"22",6.99411764705882,0.919708477849374,204,2015,7
2015-07-23,"24",6.66666666666667,0.892670383242362,204,2015,7
2015-07-23,"27",6.45,0.896749591365094,204,2015,7
2015-07-23,"30",6.4,0.893953661012926,204,2015,7
2015-07-23,"32",6.3,0.87941805188529,204,2015,7
2015-07-23,"34",5.6,0.762324509481807,204,2015,7
2015-07-23,"36",5.5,0.754391164179732,204,2015,7
2015-08-21,"21",6.80625,0.900383365651399,233,2015,8
2015-08-21,"22",6.78125,0.901671414847829,233,2015,8
2015-08-21,"24",6.51111111111111,0.893499825833967,233,2015,8
2015-08-21,"27",6.5,0.913549967042614,233,2015,8
2015-08-21,"30",6.72,0.945710495036251,233,2015,8
2015-08-21,"32",6.43333333333333,0.909079539309785,233,2015,8
2015-08-21,"34",5.225,0.719254286714004,233,2015,8
2015-08-21,"36",5.4,0.745802770790799,233,2015,8
2015-08-26,"18",7.01290322580645,0.923825168735216,238,2015,8
2015-09-24,"18",7.41290322580645,0.928683841444044,267,2015,9
2015-09-24,"21",7.2875,0.92904935857537,267,2015,9
2015-09-24,"22",7.21764705882353,0.92401589303665,267,2015,9
2015-09-24,"24",6.7,0.88769868689613,267,2015,9
2015-09-24,"27",6.71,0.912768116285598,267,2015,9
2015-09-24,"30",6.7,0.923283246134299,267,2015,9
2015-09-24,"32",6.6,0.910860620230522,267,2015,9
2015-09-24,"34",5.95,0.821651746673693,267,2015,9
2015-09-24,"36",5,0.680803263525715,267,2015,9
2015-10-15,"18",7.30322580645161,0.935759094706729,288,2015,10
2015-10-15,"21",7.09375,0.927075552351955,288,2015,10
2015-10-15,"22",7,0.920635233431562,288,2015,10
2015-10-15,"24",6.7,0.899571290063124,288,2015,10
2015-10-15,"27",6.42,0.869508617506377,288,2015,10
2015-10-15,"30",6.4,0.880801472906547,288,2015,10
2015-10-15,"32",6.44444444444444,0.8904345203807,288,2015,10
2015-10-15,"34",5.9,0.808878497250784,288,2015,10
